make_model,hp_kW,km,age,Gearing_Type,Gears,Fuel,price
3445,Audi A3,85.0,85480.0,2.0,Semi-automatic,7.0,Diesel,18900
3446,Audi A3,81.0,100000.0,3.0,Semi-automatic,7.0,Diesel,18500
3447,Audi A3,110.0,149000.0,3.0,Semi-automatic,6.0,Diesel,18490
3448,Audi A3,81.0,54000.0,2.0,Semi-automatic,7.0,Diesel,18500
3449,Audi A3,81.0,62000.0,3.0,Semi-automatic,7.0,Diesel,18500
3450,Audi A3,81.0,61200.0,3.0,Semi-automatic,7.0,Diesel,18500
3451,Audi A3,81.0,49045.0,2.0,Semi-automatic,7.0,Diesel,18500
3452,Audi A3,81.0,70000.0,3.0,Semi-automatic,7.0,Diesel,18500
3453,Audi A3,81.0,50000.0,3.0,Semi-automatic,7.0,Diesel,18300
3454,Audi A3,81.0,54000.0,3.0,Semi-automatic,7.0,Diesel,18200
3455,Audi A3,81.0,49000.0,3.0,Semi-automatic,7.0,Diesel,18000
3456,Audi A3,81.0,60000.0,3.0,Semi-automatic,7.0,Diesel,18000
3457,Audi A3,81.0,114230.0,3.0,Semi-automatic,7.0,LPG/CNG,17800
3458,Audi A3,81.0,75000.0,3.0,Semi-automatic,7.0,Diesel,18000
3459,Audi A3,81.0,121000.0,2.0,Semi-automatic,7.0,Diesel,17899
3460,Audi A3,81.0,39000.0,3.0,Semi-automatic,7.0,Diesel,17890
3461,Audi A3,85.0,122000.0,2.0,Semi-automatic,7.0,Diesel,17590
3462,Audi A3,81.0,55000.0,3.0,Semi-automatic,7.0,Diesel,17500
3463,Audi A3,81.0,80000.0,3.0,Semi-automatic,7.0,Diesel,17500
3464,Audi A3,81.0,62000.0,3.0,Semi-automatic,7.0,Diesel,17490
3465,Audi A3,110.0,59000.0,3.0,Semi-automatic,6.0,Diesel,17000
3466,Audi A3,81.0,83500.0,3.0,Semi-automatic,7.0,Diesel,16800
3467,Audi A3,81.0,98500.0,3.0,Semi-automatic,7.0,Diesel,16800
3468,Audi A3,81.0,95000.0,3.0,Semi-automatic,7.0,Diesel,16700
3469,Audi A3,110.0,125000.0,3.0,Semi-automatic,6.0,Diesel,16500
3470,Audi A3,81.0,56000.0,3.0,Semi-automatic,7.0,Diesel,16500
3471,Audi A3,81.0,84000.0,3.0,Semi-automatic,7.0,Diesel,16350
3472,Audi A3,81.0,96000.0,3.0,Semi-automatic,7.0,Diesel,16200
3473,Audi A3,110.0,98000.0,3.0,Semi-automatic,6.0,Diesel,16000
3474,Audi A3,81.0,165000.0,3.0,Semi-automatic,7.0,Diesel,15900
3475,Audi A3,81.0,169000.0,3.0,Semi-automatic,7.0,Diesel,15890
3476,Audi A3,81.0,161000.0,3.0,Semi-automatic,7.0,LPG/CNG,15500
3477,Audi A3,110.0,150000.0,3.0,Semi-automatic,6.0,Diesel,15500
3478,Audi A3,81.0,157000.0,3.0,Semi-automatic,7.0,Diesel,15450
3479,Audi A3,81.0,150000.0,3.0,Semi-automatic,7.0,Diesel,14800
3480,Audi A3,81.0,152000.0,3.0,Semi-automatic,7.0,Diesel,14000
3481,Audi A3,81.0,87000.0,2.0,Manual,6.0,Diesel,15790
3482,Audi A3,110.0,96400.0,3.0,Manual,6.0,Diesel,15790
3483,Audi A3,81.0,94000.0,3.0,Manual,6.0,Diesel,15800
3484,Audi A3,81.0,70000.0,3.0,Manual,6.0,Diesel,15799
3485,Audi A3,81.0,53500.0,3.0,Manual,6.0,Benzine,15780
3486,Audi A3,81.0,80617.0,3.0,Manual,6.0,Diesel,15780
3487,Audi A3,81.0,84386.0,3.0,Manual,6.0,Diesel,15750
3488,Audi A3,81.0,87330.0,3.0,Manual,6.0,Diesel,15750
3489,Audi A3,81.0,101000.0,3.0,Manual,6.0,Diesel,15700
3490,Audi A3,110.0,142036.0,3.0,Manual,6.0,Diesel,15750
3491,Audi A3,81.0,89991.0,2.0,Manual,6.0,Diesel,15700
3492,Audi A3,81.0,83000.0,3.0,Manual,6.0,Diesel,15700
3493,Audi A3,81.0,61100.0,3.0,Manual,6.0,Diesel,15700
3494,Audi A3,81.0,57809.0,3.0,Manual,6.0,Diesel,15700
3495,Audi A3,81.0,89138.0,3.0,Manual,6.0,Diesel,15700
3496,Audi A3,85.0,108000.0,2.0,Manual,6.0,Diesel,15699
3497,Audi A3,135.0,116593.0,3.0,Manual,6.0,Diesel,15680
3498,Audi A3,85.0,92816.0,2.0,Manual,6.0,Diesel,15930
3499,Audi A3,110.0,111900.0,3.0,Manual,6.0,Diesel,15930
3500,Audi A3,81.0,81295.0,3.0,Manual,6.0,Diesel,15930
3501,Audi A3,81.0,50000.0,3.0,Manual,6.0,Diesel,15990
3502,Audi A3,81.0,89812.0,3.0,Manual,6.0,Diesel,15990
3503,Audi A3,81.0,42152.0,2.0,Manual,6.0,Diesel,15990
3504,Audi A3,110.0,111900.0,3.0,Manual,6.0,Diesel,15930
3505,Audi A3,81.0,98000.0,3.0,Manual,6.0,Diesel,15900
3506,Audi A3,110.0,142800.0,3.0,Manual,6.0,Diesel,15900
3507,Audi A3,81.0,100000.0,3.0,Manual,6.0,Diesel,15900
3508,Audi A3,81.0,97000.0,3.0,Manual,6.0,LPG/CNG,15900
3509,Audi A3,81.0,32472.0,3.0,Manual,6.0,Diesel,15900
3510,Audi A3,81.0,55927.0,3.0,Manual,6.0,Diesel,15900
3511,Audi A3,81.0,79575.0,3.0,Manual,6.0,Diesel,15900
3512,Audi A3,81.0,108500.0,3.0,Manual,6.0,Diesel,15900
3513,Audi A3,81.0,42000.0,3.0,Manual,6.0,Diesel,15900
3514,Audi A3,81.0,47000.0,3.0,Manual,6.0,Diesel,15900
3515,Audi A3,110.0,129800.0,3.0,Manual,6.0,Diesel,15900
3516,Audi A3,110.0,61446.0,3.0,Manual,6.0,Diesel,15900
3517,Audi A3,85.0,50000.0,2.0,Manual,6.0,Benzine,15900
3518,Audi A3,81.0,118982.0,3.0,Manual,6.0,Diesel,15900
3519,Audi A3,81.0,79990.0,3.0,Manual,6.0,Diesel,15990
3520,Audi A3,81.0,79990.0,3.0,Manual,6.0,Diesel,15990
3521,Audi A3,81.0,42378.0,3.0,Manual,6.0,Benzine,15990
3522,Audi A3,81.0,53000.0,3.0,Manual,6.0,Diesel,15990
3523,Audi A3,81.0,59843.0,3.0,Manual,6.0,Diesel,15990
3524,Audi A3,81.0,110000.0,3.0,Manual,6.0,Diesel,15990
3525,Audi A3,82.0,49493.0,3.0,Manual,6.0,Diesel,15990
3526,Audi A3,81.0,123226.0,3.0,Manual,6.0,Diesel,16000
3527,Audi A3,81.0,55000.0,3.0,Manual,6.0,Diesel,16000
3528,Audi A3,81.0,61000.0,3.0,Manual,6.0,Diesel,16000
3529,Audi A3,85.0,5410.0,2.0,Manual,6.0,Benzine,16000
3530,Audi A3,92.0,108000.0,3.0,Manual,6.0,Benzine,15900
3531,Audi A3,81.0,123226.0,3.0,Manual,6.0,Diesel,16000
3532,Audi A3,81.0,89000.0,3.0,Manual,6.0,Diesel,16000
3533,Audi A3,81.0,65000.0,3.0,Manual,6.0,Diesel,16000
3534,Audi A3,81.0,76662.0,3.0,Manual,6.0,Diesel,15999
3535,Audi A3,81.0,61418.0,3.0,Manual,6.0,Benzine,16000
3536,Audi A3,81.0,94000.0,3.0,Manual,6.0,Diesel,16000
3537,Audi A3,81.0,40354.0,3.0,Manual,6.0,Benzine,15999
3538,Audi A3,81.0,101000.0,3.0,Manual,6.0,Diesel,15999
3539,Audi A3,81.0,79307.0,3.0,Manual,6.0,Diesel,15999
3540,Audi A3,81.0,31000.0,3.0,Manual,6.0,Diesel,15999
3541,Audi A3,92.0,90069.0,3.0,Manual,6.0,Benzine,15995
3542,Audi A3,81.0,67839.0,3.0,Manual,6.0,Diesel,15980
3543,Audi A3,81.0,105259.0,3.0,Manual,6.0,Diesel,15999
3544,Audi A3,81.0,47786.0,3.0,Manual,6.0,Diesel,15990
3545,Audi A3,81.0,110712.0,2.0,Manual,6.0,Diesel,15980
3546,Audi A3,81.0,89346.0,3.0,Manual,6.0,Diesel,15900
3547,Audi A3,81.0,146839.0,3.0,Manual,6.0,Diesel,15980
3548,Audi A3,81.0,53994.0,3.0,Manual,6.0,Diesel,15890
3549,Audi A3,81.0,50800.0,3.0,Manual,6.0,Diesel,15890
3550,Audi A3,81.0,64500.0,3.0,Manual,6.0,Diesel,15899
3551,Audi A3,81.0,122300.0,3.0,Manual,6.0,Diesel,15890
3552,Audi A3,81.0,53411.0,3.0,Manual,6.0,Diesel,15890
3553,Audi A3,81.0,87000.0,3.0,Manual,6.0,Diesel,15890
3554,Audi A3,81.0,46928.0,3.0,Manual,6.0,Diesel,15890
3555,Audi A3,81.0,32185.0,3.0,Manual,6.0,Benzine,15890
3556,Audi A3,81.0,54200.0,3.0,Manual,6.0,Diesel,15880
3557,Audi A3,81.0,26280.0,3.0,Manual,6.0,Benzine,15880
3558,Audi A3,110.0,124511.0,3.0,Manual,6.0,Diesel,15870
3559,Audi A3,81.0,43424.0,3.0,Manual,6.0,Benzine,15850
3560,Audi A3,81.0,31992.0,3.0,Manual,6.0,Benzine,15850
3561,Audi A3,81.0,30057.0,3.0,Manual,6.0,Benzine,15850
3562,Audi A3,85.0,127892.0,2.0,Manual,6.0,Diesel,15850
3563,Audi A3,81.0,39722.0,3.0,Manual,6.0,Benzine,15850
3564,Audi A3,81.0,77320.0,3.0,Manual,6.0,Diesel,15850
3565,Audi A3,81.0,116000.0,3.0,Manual,6.0,Diesel,15990
3566,Audi A3,81.0,71760.0,2.0,Manual,6.0,Diesel,15990
3567,Audi A3,81.0,105227.0,3.0,Manual,6.0,Diesel,15980
3568,Audi A3,81.0,61000.0,3.0,Manual,6.0,Diesel,15980
3569,Audi A3,81.0,73500.0,3.0,Manual,6.0,Diesel,15980
3570,Audi A3,85.0,97586.0,2.0,Manual,6.0,Diesel,15850
3571,Audi A3,110.0,79300.0,2.0,Manual,6.0,Diesel,15975
3572,Audi A3,81.0,33051.0,3.0,Manual,6.0,Diesel,15970
3573,Audi A3,135.0,112000.0,3.0,Manual,6.0,Diesel,15950
3574,Audi A3,135.0,112000.0,3.0,Manual,6.0,Diesel,15950
3575,Audi A3,81.0,20000.0,3.0,Manual,6.0,Diesel,15950
3576,Audi A3,81.0,68100.0,3.0,Manual,6.0,Diesel,15950
3577,Audi A3,82.0,78968.0,3.0,Manual,6.0,Diesel,15950
3578,Audi A3,85.0,117000.0,2.0,Manual,6.0,Diesel,15950
3579,Audi A3,135.0,112000.0,3.0,Manual,6.0,Diesel,15950
3580,Audi A3,135.0,112000.0,3.0,Manual,6.0,Diesel,15950
3581,Audi A3,81.0,116557.0,3.0,Manual,6.0,Diesel,15950
3582,Audi A3,81.0,94427.0,3.0,Manual,6.0,Diesel,15950
3583,Audi A3,81.0,89234.0,3.0,Manual,6.0,Diesel,15950
3584,Audi A3,85.0,1.0,1.0,Semi-automatic,7.0,Diesel,30500
3585,Audi A3,110.0,35000.0,2.0,Semi-automatic,7.0,Diesel,34000
3586,Audi A3,110.0,9000.0,1.0,Semi-automatic,7.0,Diesel,32000
3587,Audi A3,294.0,35000.0,1.0,Semi-automatic,7.0,Benzine,64900
3588,Audi A3,110.0,41500.0,2.0,Semi-automatic,7.0,Diesel,28390
3589,Audi A3,85.0,7.0,1.0,Semi-automatic,7.0,Benzine,39959
3590,Audi A3,294.0,700.0,0.0,Semi-automatic,7.0,Benzine,62900
3591,Audi A3,85.0,7.0,0.0,Semi-automatic,7.0,Benzine,39575
3592,Audi A3,294.0,5200.0,1.0,Semi-automatic,7.0,Benzine,56900
3593,Audi A3,294.0,10000.0,1.0,Semi-automatic,7.0,Benzine,58500
3594,Audi A3,228.0,7500.0,1.0,Semi-automatic,7.0,Benzine,58990
3595,Audi A3,294.0,10.0,0.0,Semi-automatic,7.0,Benzine,63900
3596,Audi A3,294.0,63000.0,1.0,Semi-automatic,7.0,Benzine,57400
3597,Audi A3,228.0,8364.0,1.0,Semi-automatic,7.0,Benzine,56100
3598,Audi A3,294.0,24000.0,2.0,Semi-automatic,7.0,Benzine,55000
3599,Audi A3,294.0,30000.0,1.0,Semi-automatic,7.0,Benzine,55000
3600,Audi A3,294.0,4000.0,1.0,Semi-automatic,7.0,Benzine,53000
3601,Audi A3,294.0,19000.0,2.0,Semi-automatic,7.0,Benzine,51900
3602,Audi A3,294.0,49000.0,1.0,Semi-automatic,7.0,Benzine,51900
3603,Audi A3,294.0,13963.0,1.0,Semi-automatic,7.0,Benzine,52000
3604,Audi A3,294.0,25000.0,1.0,Semi-automatic,7.0,Benzine,50000
3605,Audi A3,294.0,33000.0,2.0,Semi-automatic,7.0,Benzine,51999
3606,Audi A3,294.0,17234.0,1.0,Semi-automatic,7.0,Benzine,49900
3607,Audi A3,110.0,750.0,0.0,Semi-automatic,7.0,Benzine,41495
3608,Audi A3,270.0,37333.0,3.0,Semi-automatic,7.0,Benzine,42500
3609,Audi A3,270.0,30000.0,3.0,Semi-automatic,7.0,Benzine,41000
3610,Audi A3,294.0,18700.0,1.0,Semi-automatic,7.0,Benzine,45890
3611,Audi A3,110.0,7.0,0.0,Semi-automatic,7.0,Benzine,38495
3612,Audi A3,110.0,13800.0,1.0,Semi-automatic,6.0,Electric,38450
3613,Audi A3,85.0,7.0,0.0,Semi-automatic,7.0,Benzine,38725
3614,Audi A3,135.0,38000.0,1.0,Semi-automatic,7.0,Diesel,38000
3615,Audi A3,110.0,20880.0,1.0,Semi-automatic,6.0,Electric,35899
3616,Audi A3,85.0,7.0,0.0,Semi-automatic,7.0,Benzine,36840
3617,Audi A3,110.0,12000.0,1.0,Semi-automatic,6.0,Electric,38000
3618,Audi A3,135.0,32800.0,2.0,Semi-automatic,7.0,Diesel,35500
3619,Audi A3,85.0,7.0,0.0,Semi-automatic,7.0,Benzine,37998
3620,Audi A3,85.0,7.0,0.0,Semi-automatic,7.0,Benzine,35495
3621,Audi A3,85.0,7.0,0.0,Semi-automatic,7.0,Benzine,35495
3622,Audi A3,110.0,45000.0,2.0,Semi-automatic,6.0,Diesel,35000
3623,Audi A3,135.0,23900.0,3.0,Semi-automatic,6.0,Diesel,35000
3624,Audi A3,110.0,35000.0,1.0,Semi-automatic,6.0,Diesel,35000
3625,Audi A3,96.0,1647.3626086956522,0.0,Semi-automatic,7.0,LPG/CNG,34738
3626,Audi A3,110.0,29000.0,1.0,Semi-automatic,6.0,Diesel,34000
3627,Audi A3,110.0,25000.0,1.0,Semi-automatic,7.0,Diesel,34500
3628,Audi A3,110.0,59.0,2.0,Semi-automatic,6.0,Diesel,30000
3629,Audi A3,110.0,18000.0,1.0,Semi-automatic,7.0,Diesel,30000
3630,Audi A3,110.0,40000.0,2.0,Semi-automatic,6.0,Diesel,30000
3631,Audi A3,96.0,1.0,0.0,Semi-automatic,7.0,LPG/CNG,30000
3632,Audi A3,110.0,34000.0,2.0,Semi-automatic,7.0,Diesel,29980
3633,Audi A3,110.0,1.0,0.0,Semi-automatic,7.0,Diesel,29990
3634,Audi A3,110.0,4895.0,1.0,Semi-automatic,7.0,Benzine,29950
3635,Audi A3,85.0,65.0,0.0,Semi-automatic,7.0,Diesel,29900
3636,Audi A3,135.0,70000.0,2.0,Semi-automatic,7.0,Diesel,29900
3637,Audi A3,110.0,26000.0,2.0,Semi-automatic,7.0,Diesel,29500
3638,Audi A3,135.0,95000.0,2.0,Semi-automatic,6.0,Diesel,29500
3639,Audi A3,85.0,1647.3626086956522,0.0,Semi-automatic,7.0,Diesel,29500
3640,Audi A3,85.0,1.0,0.0,Semi-automatic,7.0,Diesel,28990
3641,Audi A3,85.0,5000.0,1.0,Semi-automatic,7.0,Diesel,28900
3642,Audi A3,81.0,14000.0,3.0,Semi-automatic,7.0,Diesel,28900
3643,Audi A3,110.0,61000.0,3.0,Semi-automatic,6.0,Diesel,28500
3644,Audi A3,85.0,1647.3626086956522,0.0,Semi-automatic,7.0,Benzine,28500
3645,Audi A3,85.0,1.0,0.0,Semi-automatic,7.0,Diesel,28490
3646,Audi A3,110.0,35000.0,2.0,Semi-automatic,7.0,Diesel,34000
3647,Audi A3,85.0,19000.0,1.0,Semi-automatic,7.0,Benzine,28490
3648,Audi A3,294.0,13000.0,1.0,Semi-automatic,7.0,Benzine,74600
3649,Audi A3,294.0,37747.0,2.0,Semi-automatic,7.0,Benzine,67600
3650,Audi A3,110.0,20.0,1.0,Semi-automatic,7.0,Benzine,33000
3651,Audi A3,96.0,60.0,0.0,Semi-automatic,7.0,LPG/CNG,33800
3652,Audi A3,135.0,22500.0,2.0,Semi-automatic,6.0,Diesel,32900
3653,Audi A3,135.0,20200.0,2.0,Semi-automatic,7.0,Diesel,32500
3654,Audi A3,110.0,25000.0,1.0,Semi-automatic,7.0,Benzine,33250
3655,Audi A3,85.0,50.0,0.0,Semi-automatic,7.0,Diesel,32200
3656,Audi A3,110.0,8831.0,2.0,Semi-automatic,7.0,Benzine,32950
3657,Audi A3,110.0,18300.0,2.0,Semi-automatic,7.0,Benzine,31950
3658,Audi A3,85.0,10.0,0.0,Semi-automatic,7.0,Diesel,31900
3659,Audi A3,85.0,1.0,1.0,Semi-automatic,7.0,Diesel,31900
3660,Audi A3,85.0,1.0,0.0,Semi-automatic,7.0,Diesel,31900
3661,Audi A3,110.0,468.0,2.0,Semi-automatic,6.0,Diesel,30900
3662,Audi A3,110.0,11000.0,1.0,Semi-automatic,7.0,Diesel,30900
3663,Audi A3,85.0,1.0,1.0,Semi-automatic,7.0,Diesel,30500
3664,Audi A3,110.0,13861.0,1.0,Semi-automatic,7.0,Diesel,30900
3665,Audi A3,110.0,31290.0,2.0,Automatic,7.0,Benzine,19890
3666,Audi A3,85.0,32900.0,2.0,Automatic,7.0,Diesel,19890
3667,Audi A3,85.0,42602.0,2.0,Automatic,7.0,Diesel,18900
3668,Audi A3,81.0,39800.0,2.0,Automatic,7.0,Diesel,19890
3669,Audi A3,110.0,97580.0,2.0,Automatic,7.0,Diesel,18800
3670,Audi A3,85.0,40100.0,2.0,Automatic,7.0,Diesel,18800
3671,Audi A3,85.0,40100.0,2.0,Automatic,7.0,Diesel,19900
3672,Audi A3,85.0,40100.0,2.0,Automatic,7.0,Diesel,19900
3673,Audi A3,85.0,16452.0,2.0,Automatic,7.0,Diesel,20900
3674,Audi A3,81.0,59500.0,2.0,Automatic,7.0,Diesel,20990
3675,Audi A3,85.0,27600.0,1.0,Automatic,7.0,Diesel,21400
3676,Audi A3,85.0,31700.0,2.0,Automatic,7.0,Diesel,21500
3677,Audi A3,85.0,17456.0,2.0,Automatic,7.0,Benzine,21579
3678,Audi A3,85.0,20710.0,1.0,Automatic,7.0,Diesel,21550
3679,Audi A3,85.0,22247.0,2.0,Automatic,7.0,Diesel,21600
3680,Audi A3,110.0,27324.0,2.0,Automatic,6.0,Diesel,21600
3681,Audi A3,110.0,26613.0,2.0,Automatic,7.0,Benzine,21890
3682,Audi A3,110.0,59500.0,2.0,Automatic,7.0,Benzine,21490
3683,Audi A3,85.0,15455.0,1.0,Automatic,7.0,Diesel,21900
3684,Audi A3,81.0,38000.0,2.0,Automatic,7.0,Diesel,21900
3685,Audi A3,85.0,10912.0,1.0,Automatic,7.0,Diesel,22300
3686,Audi A3,85.0,9500.0,1.0,Automatic,7.0,Diesel,21990
3687,Audi A3,85.0,16145.0,1.0,Automatic,7.0,Diesel,22290
3688,Audi A3,85.0,20090.0,2.0,Automatic,7.0,Diesel,21990
3689,Audi A3,85.0,17729.0,1.0,Automatic,7.0,Diesel,21900
3690,Audi A3,85.0,11436.0,1.0,Automatic,7.0,Diesel,22300
3691,Audi A3,85.0,22832.0,1.0,Automatic,7.0,Diesel,21900
3692,Audi A3,85.0,23000.0,2.0,Automatic,7.0,Diesel,21900
3693,Audi A3,85.0,15428.0,1.0,Automatic,7.0,Diesel,21900
3694,Audi A3,85.0,22902.0,1.0,Automatic,7.0,Diesel,21900
3695,Audi A3,85.0,23633.0,1.0,Automatic,7.0,Diesel,21900
3696,Audi A3,85.0,25656.0,1.0,Automatic,7.0,Diesel,21900
3697,Audi A3,85.0,24529.0,1.0,Automatic,7.0,Diesel,21900
3698,Audi A3,85.0,24585.0,1.0,Automatic,7.0,Diesel,21900
3699,Audi A3,85.0,4800.0,1.0,Automatic,7.0,Benzine,21900
3700,Audi A3,85.0,18100.0,1.0,Automatic,7.0,Diesel,21900
3701,Audi A3,110.0,5000.0,2.0,Automatic,7.0,Benzine,21900
3702,Audi A3,85.0,32483.0,1.0,Automatic,7.0,Diesel,21900
3703,Audi A3,85.0,17000.0,1.0,Automatic,7.0,Diesel,21900
3704,Audi A3,85.0,39000.0,2.0,Automatic,7.0,Benzine,21900
3705,Audi A3,85.0,1.0,0.0,Automatic,7.0,Benzine,21900
3706,Audi A3,85.0,17985.0,1.0,Automatic,7.0,Diesel,21900
3707,Audi A3,85.0,12103.0,1.0,Automatic,7.0,Diesel,21900
3708,Audi A3,85.0,19000.0,1.0,Automatic,7.0,Diesel,21900
3709,Audi A3,110.0,1.0,0.0,Automatic,7.0,Benzine,22290
3710,Audi A3,85.0,16145.0,1.0,Automatic,7.0,Diesel,22290
3711,Audi A3,85.0,16145.0,1.0,Automatic,7.0,Diesel,22290
3712,Audi A3,81.0,90480.0,2.0,Automatic,7.0,Diesel,22280
3713,Audi A3,85.0,45846.0,1.0,Automatic,7.0,Diesel,22250
3714,Audi A3,85.0,24000.0,2.0,Automatic,7.0,Benzine,22222
3715,Audi A3,85.0,16530.0,1.0,Automatic,7.0,Diesel,22200
3716,Audi A3,85.0,21000.0,1.0,Automatic,7.0,Diesel,22200
3717,Audi A3,81.0,23994.0,2.0,Automatic,7.0,Diesel,22150
3718,Audi A3,85.0,24145.0,1.0,Automatic,7.0,Diesel,22150
3719,Audi A3,81.0,26978.0,2.0,Automatic,7.0,Diesel,22000
3720,Audi A3,85.0,39000.0,2.0,Automatic,7.0,Diesel,22000
3721,Audi A3,85.0,21930.0,1.0,Automatic,7.0,Diesel,22000
3722,Audi A3,85.0,21930.0,1.0,Automatic,7.0,Diesel,22000
3723,Audi A3,81.0,56000.0,2.0,Automatic,7.0,LPG/CNG,22000
3724,Audi A3,135.0,9000.0,1.0,Automatic,7.0,Diesel,22000
3725,Audi A3,87.0,78379.0,2.0,Automatic,7.0,Diesel,21990
3726,Audi A3,85.0,22750.0,2.0,Automatic,7.0,Benzine,21980
3727,Audi A3,85.0,16614.0,1.0,Automatic,7.0,Diesel,21890
3728,Audi A3,85.0,15768.0,1.0,Automatic,7.0,Diesel,21980
3729,Audi A3,85.0,23568.0,1.0,Automatic,7.0,Diesel,21950
3730,Audi A3,85.0,10900.0,1.0,Automatic,7.0,Benzine,21950
3731,Audi A3,110.0,52000.0,2.0,Automatic,7.0,Benzine,21950
3732,Audi A3,110.0,35175.0,2.0,Automatic,7.0,Diesel,21950
3733,Audi A3,85.0,19852.0,2.0,Automatic,7.0,Diesel,21950
3734,Audi A3,85.0,16591.0,1.0,Automatic,7.0,Diesel,21950
3735,Audi A3,110.0,9802.0,1.0,Automatic,7.0,Diesel,21950
3736,Audi A3,85.0,35970.0,1.0,Automatic,7.0,Diesel,21900
3737,Audi A3,85.0,13600.0,1.0,Automatic,7.0,Diesel,21900
3738,Audi A3,85.0,70000.0,2.0,Automatic,7.0,Diesel,21900
3739,Audi A3,81.0,55100.0,2.0,Automatic,7.0,Diesel,21900
3740,Audi A3,85.0,21111.0,1.0,Automatic,7.0,Diesel,21900
3741,Audi A3,85.0,29925.0,2.0,Automatic,7.0,Diesel,21900
3742,Audi A3,85.0,19503.0,1.0,Automatic,7.0,Diesel,21900
3743,Audi A3,85.0,13535.0,1.0,Automatic,7.0,Diesel,21999
3744,Audi A3,85.0,21000.0,2.0,Automatic,7.0,Benzine,21999
3745,Audi A3,85.0,29000.0,1.0,Automatic,7.0,Diesel,22000
3746,Audi A3,110.0,32500.0,1.0,Automatic,7.0,Diesel,21999
3747,Audi A3,85.0,17769.0,1.0,Automatic,7.0,Diesel,21999
3748,Audi A3,85.0,28838.0,1.0,Automatic,7.0,Diesel,21999
3749,Audi A3,85.0,17831.0,1.0,Automatic,7.0,Diesel,21999
3750,Audi A3,110.0,16000.0,2.0,Automatic,7.0,Benzine,21999
3751,Audi A3,87.0,43036.0,2.0,Automatic,7.0,Diesel,21996
3752,Audi A3,85.0,11257.0,1.0,Automatic,7.0,Diesel,21999
3753,Audi A3,85.0,1647.3626086956522,0.0,Automatic,7.0,Benzine,21990
3754,Audi A3,85.0,11257.0,1.0,Automatic,7.0,Diesel,21999
3755,Audi A3,85.0,7100.0,2.0,Automatic,7.0,Benzine,21990
3756,Audi A3,85.0,9622.0,2.0,Automatic,7.0,Diesel,21990
3757,Audi A3,137.0,36306.0,2.0,Automatic,7.0,Benzine,21990
3758,Audi A3,85.0,32800.0,1.0,Automatic,7.0,Diesel,21990
3759,Audi A3,85.0,32000.0,2.0,Automatic,7.0,Diesel,21990
3760,Audi A3,85.0,26500.0,1.0,Automatic,7.0,Diesel,21990
3761,Audi A3,85.0,18035.130066815145,1.0,Automatic,7.0,Diesel,21990
3762,Audi A3,110.0,26382.0,2.0,Automatic,7.0,Benzine,21990
3763,Audi A3,85.0,27000.0,2.0,Automatic,7.0,Benzine,21900
3764,Audi A3,81.0,79401.0,2.0,Automatic,7.0,Diesel,21900
3765,Audi A3,81.0,27500.0,2.0,Automatic,7.0,Diesel,21900
3766,Audi A3,85.0,18950.0,2.0,Automatic,7.0,Diesel,21900
3767,Audi A3,81.0,39200.0,2.0,Automatic,7.0,Diesel,21900
3768,Audi A3,85.0,1.0,0.0,Automatic,7.0,Benzine,21900
3769,Audi A3,85.0,18190.0,1.0,Automatic,7.0,Diesel,21900
3770,Audi A3,85.0,24845.0,1.0,Automatic,7.0,Diesel,21900
3771,Audi A3,85.0,19904.0,1.0,Automatic,7.0,Diesel,21900
3772,Audi A3,85.0,21114.0,1.0,Automatic,7.0,Diesel,21900
3773,Audi A3,85.0,28595.0,1.0,Automatic,7.0,Diesel,21900
3774,Audi A3,85.0,15000.0,1.0,Automatic,7.0,Diesel,21900
3775,Audi A3,85.0,22500.0,2.0,Automatic,7.0,Benzine,21900
3776,Audi A3,85.0,26151.0,1.0,Automatic,7.0,Diesel,21900
3777,Audi A3,85.0,24709.0,2.0,Automatic,7.0,Diesel,21900
3778,Audi A3,81.0,33750.0,2.0,Automatic,7.0,Diesel,21900
3779,Audi A3,85.0,32483.0,1.0,Automatic,7.0,Diesel,21900
3780,Audi A3,110.0,26382.0,2.0,Automatic,7.0,Benzine,21990
3781,Audi A3,85.0,31032.0,1.0,Automatic,7.0,Diesel,21900
3782,Audi A3,85.0,20964.0,1.0,Automatic,7.0,Diesel,21900
3783,Audi A3,85.0,48320.0,1.0,Automatic,7.0,Diesel,21500
3784,Audi A3,85.0,26140.0,1.0,Automatic,7.0,Diesel,21500
3785,Audi A3,85.0,24215.0,1.0,Automatic,7.0,Diesel,21500
3786,Audi A3,85.0,36063.0,2.0,Automatic,7.0,Diesel,21500
3787,Audi A3,81.0,19909.0,2.0,Automatic,7.0,Diesel,21500
3788,Audi A3,81.0,21517.0,2.0,Automatic,7.0,Diesel,21500
3789,Audi A3,81.0,37136.0,2.0,Automatic,7.0,Diesel,21500
3790,Audi A3,85.0,17200.0,1.0,Automatic,7.0,Diesel,21500
3791,Audi A3,85.0,19980.0,1.0,Automatic,7.0,Diesel,21499
3792,Audi A3,85.0,28724.0,2.0,Automatic,7.0,Diesel,21499
3793,Audi A3,81.0,14400.0,2.0,Automatic,7.0,Diesel,21499
3794,Audi A3,85.0,14438.0,1.0,Automatic,7.0,Diesel,21499
3795,Audi A3,110.0,58900.0,1.0,Automatic,7.0,Diesel,21490
