make_model,hp_kW,km,age,Gearing_Type,Gears,Fuel,price
8884,Opel Corsa,66.0,16693.0,1.0,Semi-automatic,5.0,Benzine,12500
8885,Opel Corsa,66.0,300.0,1.0,Semi-automatic,5.0,Benzine,15690
8886,Opel Corsa,66.0,6500.0,1.0,Semi-automatic,5.0,Benzine,15790
8887,Opel Corsa,66.0,26607.0,3.0,Semi-automatic,5.0,Benzine,14990
8888,Opel Corsa,66.0,22179.0,2.0,Semi-automatic,5.0,Benzine,12490
8889,Opel Corsa,66.0,6749.0,2.0,Semi-automatic,5.0,Benzine,12490
8890,Opel Corsa,51.0,8000.0,3.0,Semi-automatic,5.0,Benzine,16950
8891,Opel Corsa,65.0,33656.0,1.0,Semi-automatic,5.0,Benzine,14950
8892,Opel Corsa,65.0,28037.0,1.0,Semi-automatic,5.0,Benzine,14950
8893,Opel Corsa,66.0,50.0,1.0,Semi-automatic,5.0,Benzine,13990
8894,Opel Corsa,66.0,18000.0,1.0,Semi-automatic,6.0,Benzine,10500
8895,Opel Corsa,66.0,20100.0,3.0,Semi-automatic,5.0,Benzine,10450
8896,Opel Corsa,65.0,37292.0,1.0,Semi-automatic,5.0,Benzine,14950
8897,Opel Corsa,66.0,10950.0,1.0,Semi-automatic,5.0,Benzine,14490
8898,Opel Corsa,66.0,644.0,1.0,Semi-automatic,5.0,Benzine,13999
8899,Opel Corsa,55.0,12177.0,1.0,Semi-automatic,5.0,Benzine,10270
8900,Opel Corsa,70.0,28342.0,3.0,Semi-automatic,5.0,Diesel,10200
8901,Opel Corsa,51.0,16399.0,1.0,Semi-automatic,5.0,Benzine,9990
8902,Opel Corsa,66.0,6393.0,2.0,Semi-automatic,5.0,Benzine,9950
8903,Opel Corsa,66.0,46000.0,2.0,Semi-automatic,5.0,Benzine,9850
8904,Opel Corsa,51.0,8300.0,3.0,Semi-automatic,5.0,Benzine,9590
8905,Opel Corsa,66.0,87075.0,3.0,Semi-automatic,6.0,Benzine,8500
8906,Opel Corsa,70.0,82400.0,3.0,Semi-automatic,5.0,Diesel,9250
8907,Opel Corsa,70.0,116000.0,3.0,Semi-automatic,5.0,Diesel,8400
8908,Opel Corsa,70.0,115000.0,3.0,Semi-automatic,5.0,Diesel,8000
8909,Opel Corsa,66.0,13164.0,1.0,Semi-automatic,5.0,Benzine,11850
8910,Opel Corsa,66.0,99000.0,3.0,Semi-automatic,6.0,Benzine,8500
8911,Opel Corsa,66.0,25511.0,3.0,Semi-automatic,5.0,Benzine,11750
8912,Opel Corsa,66.0,80237.0,3.0,Semi-automatic,5.0,Benzine,11750
8913,Opel Corsa,66.0,21700.0,1.0,Semi-automatic,5.0,Benzine,12400
8914,Opel Corsa,51.0,21500.0,3.0,Manual,5.0,Benzine,7950
8915,Opel Corsa,51.0,36115.0,3.0,Manual,5.0,Benzine,7950
8916,Opel Corsa,70.0,91000.0,3.0,Manual,6.0,Diesel,7950
8917,Opel Corsa,66.0,24000.0,1.0,Semi-automatic,5.0,Benzine,11000
8918,Opel Corsa,70.0,91000.0,3.0,Manual,6.0,Diesel,7950
8919,Opel Corsa,70.0,92000.0,3.0,Manual,6.0,Diesel,7950
8920,Opel Corsa,66.0,26820.0,2.0,Semi-automatic,5.0,Benzine,10990
8921,Opel Corsa,66.0,90700.0,3.0,Semi-automatic,6.0,Benzine,7500
8922,Opel Corsa,70.0,91000.0,3.0,Manual,6.0,Diesel,7950
8923,Opel Corsa,51.0,117736.0,3.0,Manual,5.0,Diesel,7950
8924,Opel Corsa,51.0,117736.0,3.0,Manual,5.0,Diesel,7950
8925,Opel Corsa,51.0,82000.0,2.0,Manual,5.0,Benzine,7950
8926,Opel Corsa,51.0,117736.0,3.0,Manual,5.0,Diesel,7950
8927,Opel Corsa,66.0,51862.0,2.0,Manual,5.0,Benzine,7950
8928,Opel Corsa,51.0,103854.0,3.0,Manual,5.0,Diesel,7950
8929,Opel Corsa,51.0,117736.0,3.0,Manual,5.0,Diesel,7950
8930,Opel Corsa,51.0,103854.0,3.0,Manual,5.0,Diesel,7950
8931,Opel Corsa,51.0,103854.0,3.0,Manual,5.0,Diesel,7950
8932,Opel Corsa,51.0,103854.0,3.0,Manual,5.0,Diesel,7950
8933,Opel Corsa,52.0,39962.0,2.0,Manual,5.0,Benzine,7879
8934,Opel Corsa,70.0,92000.0,3.0,Manual,6.0,Diesel,7950
8935,Opel Corsa,70.0,92000.0,3.0,Manual,6.0,Diesel,7950
8936,Opel Corsa,70.0,92000.0,3.0,Manual,6.0,Diesel,7950
8937,Opel Corsa,52.0,59613.0,2.0,Manual,5.0,Benzine,7879
8938,Opel Corsa,51.0,15000.0,3.0,Manual,5.0,Benzine,7850
8939,Opel Corsa,51.0,38800.0,3.0,Manual,5.0,Benzine,7850
8940,Opel Corsa,55.0,115249.0,3.0,Manual,5.0,Diesel,7850
8941,Opel Corsa,51.0,35100.0,3.0,Manual,5.0,Benzine,7850
8942,Opel Corsa,55.0,115249.0,3.0,Manual,5.0,Diesel,7850
8943,Opel Corsa,55.0,115249.0,3.0,Manual,5.0,Diesel,7850
8944,Opel Corsa,55.0,115249.0,3.0,Manual,5.0,Diesel,7850
8945,Opel Corsa,51.0,28895.0,3.0,Manual,5.0,Benzine,7821
8946,Opel Corsa,55.0,115249.0,3.0,Manual,5.0,Diesel,7850
8947,Opel Corsa,51.0,82000.0,3.0,Manual,5.0,Benzine,7800
8948,Opel Corsa,51.0,33633.0,3.0,Manual,5.0,Benzine,7900
8949,Opel Corsa,51.0,33633.0,3.0,Manual,5.0,Benzine,7900
8950,Opel Corsa,66.0,35410.0,2.0,Manual,5.0,Benzine,7900
8951,Opel Corsa,51.0,50000.0,2.0,Manual,5.0,Benzine,7900
8952,Opel Corsa,66.0,37634.0,2.0,Manual,5.0,Benzine,7900
8953,Opel Corsa,51.0,30000.0,2.0,Manual,5.0,Benzine,7900
8954,Opel Corsa,51.0,64249.0,3.0,Manual,5.0,Benzine,7900
8955,Opel Corsa,51.0,15887.0,3.0,Manual,5.0,Benzine,7900
8956,Opel Corsa,51.0,45200.0,2.0,Manual,5.0,Benzine,7900
8957,Opel Corsa,66.0,85899.0,3.0,Manual,5.0,Benzine,7900
8958,Opel Corsa,51.0,84097.0,3.0,Manual,5.0,Benzine,7900
8959,Opel Corsa,51.0,95000.0,3.0,Manual,5.0,Benzine,7900
8960,Opel Corsa,51.0,13160.0,3.0,Manual,5.0,Benzine,7900
8961,Opel Corsa,55.0,45000.0,3.0,Manual,5.0,Diesel,7900
8962,Opel Corsa,85.0,59144.0,3.0,Manual,6.0,Benzine,7800
8963,Opel Corsa,66.0,55400.0,3.0,Manual,5.0,Benzine,7800
8964,Opel Corsa,66.0,29863.0,2.0,Manual,5.0,Benzine,7949
8965,Opel Corsa,51.0,54999.0,2.0,Manual,5.0,Benzine,7800
8966,Opel Corsa,66.0,30563.0,2.0,Manual,5.0,Benzine,7949
8967,Opel Corsa,66.0,50845.0,3.0,Manual,5.0,Benzine,7800
8968,Opel Corsa,66.0,32301.0,2.0,Manual,5.0,Benzine,7949
8969,Opel Corsa,51.0,70000.0,3.0,Manual,5.0,Benzine,7900
8970,Opel Corsa,66.0,46345.0,2.0,Manual,5.0,Benzine,7949
8971,Opel Corsa,66.0,25902.0,3.0,Manual,5.0,Benzine,7900
8972,Opel Corsa,51.0,51921.0,2.0,Manual,5.0,Benzine,7900
8973,Opel Corsa,51.0,16000.0,3.0,Manual,5.0,Benzine,7900
8974,Opel Corsa,51.0,49000.0,2.0,Manual,5.0,Benzine,7900
8975,Opel Corsa,51.0,90000.0,3.0,Manual,5.0,Benzine,7900
8976,Opel Corsa,51.0,49000.0,2.0,Manual,5.0,Benzine,7900
8977,Opel Corsa,70.0,98438.0,3.0,Manual,5.0,Diesel,7900
8978,Opel Corsa,70.0,107000.0,3.0,Manual,5.0,Diesel,7900
8979,Opel Corsa,55.0,85835.0,3.0,Manual,5.0,Diesel,7900
8980,Opel Corsa,51.0,35800.0,3.0,Manual,5.0,Benzine,7900
8981,Opel Corsa,66.0,55700.0,3.0,Manual,5.0,Benzine,7800
8982,Opel Corsa,66.0,82000.0,3.0,Manual,5.0,Benzine,7900
8983,Opel Corsa,66.0,82000.0,3.0,Manual,5.0,Benzine,7900
8984,Opel Corsa,51.0,22800.0,3.0,Manual,5.0,Benzine,7899
8985,Opel Corsa,51.0,8900.0,3.0,Manual,5.0,Benzine,7898
8986,Opel Corsa,55.0,25329.0,3.0,Manual,5.0,Benzine,7899
8987,Opel Corsa,55.0,69209.0,3.0,Manual,5.0,Diesel,7899
8988,Opel Corsa,70.0,53000.0,3.0,Manual,6.0,Diesel,7900
8989,Opel Corsa,51.0,41000.0,3.0,Manual,5.0,Benzine,7896
8990,Opel Corsa,51.0,43142.0,3.0,Manual,5.0,Benzine,7890
8991,Opel Corsa,51.0,39165.0,3.0,Manual,5.0,Benzine,7890
8992,Opel Corsa,51.0,39910.0,3.0,Manual,5.0,Benzine,7890
8993,Opel Corsa,51.0,17700.0,3.0,Manual,5.0,Benzine,7890
8994,Opel Corsa,51.0,17700.0,3.0,Manual,5.0,Benzine,7890
8995,Opel Corsa,51.0,26500.0,3.0,Manual,5.0,Benzine,7890
8996,Opel Corsa,51.0,21750.0,3.0,Manual,5.0,Benzine,7890
8997,Opel Corsa,51.0,59150.0,3.0,Manual,5.0,Benzine,7885
8998,Opel Corsa,51.0,24226.0,3.0,Manual,5.0,Benzine,7880
8999,Opel Corsa,52.0,45065.0,2.0,Manual,5.0,Benzine,7880
9000,Opel Corsa,51.0,43900.0,3.0,Manual,5.0,Benzine,7880
9001,Opel Corsa,51.0,47697.0,3.0,Manual,5.0,Benzine,7880
9002,Opel Corsa,66.0,57200.0,3.0,Manual,5.0,Benzine,7800
9003,Opel Corsa,52.0,45065.0,2.0,Manual,5.0,Benzine,7880
9004,Opel Corsa,51.0,1800.0,3.0,Manual,5.0,Benzine,7800
9005,Opel Corsa,66.0,51800.0,3.0,Manual,5.0,Benzine,7800
9006,Opel Corsa,66.0,55000.0,3.0,Manual,5.0,Benzine,7800
9007,Opel Corsa,66.0,52500.0,3.0,Manual,5.0,Benzine,7800
9008,Opel Corsa,51.0,25000.0,3.0,Manual,5.0,Benzine,7800
9009,Opel Corsa,51.0,25000.0,3.0,Manual,5.0,Benzine,7800
9010,Opel Corsa,51.0,36000.0,3.0,Manual,5.0,Benzine,7800
9011,Opel Corsa,66.0,57500.0,3.0,Manual,5.0,Benzine,7800
9012,Opel Corsa,66.0,53400.0,3.0,Manual,5.0,Benzine,7800
9013,Opel Corsa,66.0,53500.0,3.0,Manual,5.0,Benzine,7800
9014,Opel Corsa,66.0,55300.0,3.0,Manual,5.0,Benzine,7800
9015,Opel Corsa,51.0,133081.0,3.0,Manual,5.0,Diesel,7800
9016,Opel Corsa,51.0,133081.0,3.0,Manual,5.0,Diesel,7800
9017,Opel Corsa,51.0,133081.0,3.0,Manual,5.0,Diesel,7800
9018,Opel Corsa,51.0,133081.0,3.0,Manual,5.0,Diesel,7800
9019,Opel Corsa,51.0,29300.0,3.0,Manual,5.0,Benzine,7800
9020,Opel Corsa,66.0,55000.0,3.0,Manual,5.0,Benzine,7800
9021,Opel Corsa,51.0,137058.0,3.0,Manual,5.0,Diesel,7650
9022,Opel Corsa,51.0,137058.0,3.0,Manual,5.0,Diesel,7650
9023,Opel Corsa,51.0,137058.0,3.0,Manual,5.0,Diesel,7650
9024,Opel Corsa,70.0,144260.0,3.0,Manual,5.0,Diesel,7650
9025,Opel Corsa,70.0,144260.0,3.0,Manual,5.0,Diesel,7650
9026,Opel Corsa,66.0,45000.0,3.0,Manual,5.0,Benzine,7800
9027,Opel Corsa,70.0,144260.0,3.0,Manual,5.0,Diesel,7650
9028,Opel Corsa,70.0,144260.0,3.0,Manual,5.0,Diesel,7650
9029,Opel Corsa,70.0,113324.0,3.0,Manual,5.0,Diesel,7800
9030,Opel Corsa,55.0,75000.0,3.0,Manual,5.0,Diesel,7800
9031,Opel Corsa,51.0,83300.0,3.0,Manual,5.0,Benzine,7600
9032,Opel Corsa,51.0,47000.0,2.0,Manual,5.0,Benzine,7799
9033,Opel Corsa,51.0,42000.0,3.0,Manual,5.0,Benzine,7799
9034,Opel Corsa,51.0,13000.0,3.0,Manual,5.0,Benzine,7799
9035,Opel Corsa,55.0,73322.0,2.0,Manual,5.0,Diesel,7799
9036,Opel Corsa,51.0,30200.0,3.0,Manual,5.0,Benzine,7790
9037,Opel Corsa,55.0,117018.0,3.0,Manual,5.0,Diesel,7650
9038,Opel Corsa,55.0,117018.0,3.0,Manual,5.0,Diesel,7650
9039,Opel Corsa,55.0,129617.0,3.0,Manual,5.0,Diesel,7750
9040,Opel Corsa,55.0,129617.0,3.0,Manual,5.0,Diesel,7750
9041,Opel Corsa,51.0,37100.0,3.0,Manual,5.0,Benzine,7750
9042,Opel Corsa,51.0,37100.0,3.0,Manual,5.0,Benzine,7750
9043,Opel Corsa,51.0,55700.0,2.0,Manual,5.0,Benzine,7700
9044,Opel Corsa,51.0,35700.0,3.0,Manual,5.0,Benzine,7700
9045,Opel Corsa,88.0,76787.0,2.0,Manual,5.0,Benzine,7700
9046,Opel Corsa,55.0,129617.0,3.0,Manual,5.0,Diesel,7750
9047,Opel Corsa,66.0,62296.0,2.0,Manual,5.0,Benzine,7700
9048,Opel Corsa,51.0,44070.0,3.0,Manual,5.0,Benzine,7689
9049,Opel Corsa,51.0,63000.0,2.0,Manual,5.0,Benzine,7700
9050,Opel Corsa,51.0,78400.0,3.0,Manual,5.0,Benzine,7690
9051,Opel Corsa,51.0,63650.0,3.0,Manual,5.0,Benzine,7690
9052,Opel Corsa,51.0,35092.0,3.0,Manual,5.0,Benzine,7690
9053,Opel Corsa,51.0,89000.0,3.0,Manual,5.0,Benzine,7690
9054,Opel Corsa,51.0,11600.0,3.0,Manual,5.0,Benzine,7690
9055,Opel Corsa,66.0,83420.0,3.0,Manual,5.0,Benzine,7680
9056,Opel Corsa,51.0,32500.0,3.0,Manual,5.0,Benzine,7790
9057,Opel Corsa,51.0,42410.0,3.0,Manual,5.0,Benzine,7680
9058,Opel Corsa,51.0,55010.0,3.0,Manual,5.0,Benzine,7790
9059,Opel Corsa,55.0,99757.0,3.0,Manual,5.0,Diesel,7780
9060,Opel Corsa,51.0,32700.0,3.0,Manual,5.0,Benzine,7790
9061,Opel Corsa,55.0,99757.0,3.0,Manual,5.0,Diesel,7780
9062,Opel Corsa,55.0,86800.0,3.0,Manual,6.0,Diesel,7780
9063,Opel Corsa,51.0,29400.0,3.0,Manual,5.0,Benzine,7770
9064,Opel Corsa,51.0,24484.0,3.0,Manual,5.0,Benzine,7777
9065,Opel Corsa,55.0,93000.0,3.0,Manual,5.0,Diesel,7750
9066,Opel Corsa,55.0,31398.0,2.0,Manual,5.0,Diesel,7750
9067,Opel Corsa,51.0,49000.0,3.0,Manual,5.0,Benzine,7750
9068,Opel Corsa,51.0,28000.0,3.0,Manual,5.0,Benzine,7750
9069,Opel Corsa,51.0,59700.0,3.0,Manual,5.0,Benzine,7680
9070,Opel Corsa,66.0,18000.0,3.0,Automatic,6.0,Benzine,13200
9071,Opel Corsa,66.0,10.0,1.0,Automatic,6.0,Benzine,13890
9072,Opel Corsa,66.0,39640.0,2.0,Automatic,5.0,Benzine,13945
9073,Opel Corsa,66.0,25249.0,1.0,Automatic,5.0,Benzine,13980
9074,Opel Corsa,66.0,4000.0,1.0,Automatic,6.0,Benzine,13990
9075,Opel Corsa,51.0,52335.0,2.0,Manual,5.0,Benzine,7980
9076,Opel Corsa,66.0,5434.0,1.0,Automatic,6.0,Benzine,13990
9077,Opel Corsa,66.0,8000.0,1.0,Automatic,6.0,Benzine,13990
9078,Opel Corsa,66.0,1597.0,1.0,Automatic,6.0,Benzine,13990
9079,Opel Corsa,51.0,41896.0,2.0,Manual,5.0,Benzine,8100
9080,Opel Corsa,66.0,13044.0,1.0,Manual,5.0,Benzine,8490
9081,Opel Corsa,51.0,45400.0,2.0,Manual,5.0,Benzine,8500
9082,Opel Corsa,66.0,11245.0,1.0,Manual,5.0,Benzine,8490
9083,Opel Corsa,51.0,47219.0,2.0,Manual,5.0,Benzine,8100
9084,Opel Corsa,66.0,63992.0,2.0,Manual,5.0,Benzine,8455
9085,Opel Corsa,51.0,16800.0,2.0,Manual,5.0,Benzine,8390
9086,Opel Corsa,51.0,8050.0,2.0,Manual,5.0,Benzine,8489
9087,Opel Corsa,51.0,34000.0,2.0,Manual,5.0,Benzine,8500
9088,Opel Corsa,51.0,57900.0,2.0,Manual,5.0,Benzine,8550
9089,Opel Corsa,51.0,30000.0,2.0,Manual,5.0,Benzine,8800
9090,Opel Corsa,66.0,64368.0,2.0,Manual,5.0,Benzine,8690
9091,Opel Corsa,55.0,66000.0,2.0,Manual,5.0,Diesel,8800
9092,Opel Corsa,55.0,23811.0,1.0,Manual,5.0,Benzine,8800
9093,Opel Corsa,66.0,69650.0,2.0,Manual,5.0,Benzine,8690
9094,Opel Corsa,51.0,45000.0,2.0,Manual,5.0,Benzine,8800
9095,Opel Corsa,51.0,12612.0,2.0,Manual,5.0,Benzine,8780
9096,Opel Corsa,66.0,51000.0,2.0,Manual,5.0,Benzine,8895
9097,Opel Corsa,66.0,27338.0,1.0,Manual,5.0,Benzine,8900
9098,Opel Corsa,66.0,71223.0,2.0,Manual,5.0,Benzine,8890
9099,Opel Corsa,51.0,13620.0,2.0,Manual,5.0,Benzine,8840
9100,Opel Corsa,66.0,21512.0,1.0,Manual,5.0,Benzine,8899
9101,Opel Corsa,51.0,49000.0,1.0,Manual,5.0,Benzine,8900
9102,Opel Corsa,66.0,16638.0,1.0,Manual,5.0,Benzine,8900
9103,Opel Corsa,51.0,22371.0,2.0,Manual,5.0,Benzine,8890
9104,Opel Corsa,66.0,70000.0,1.0,Manual,5.0,Benzine,8880
9105,Opel Corsa,52.0,31104.0,1.0,Manual,5.0,Benzine,8880
9106,Opel Corsa,52.0,31104.0,1.0,Manual,5.0,Benzine,8880
9107,Opel Corsa,52.0,31104.0,1.0,Manual,5.0,Benzine,8880
9108,Opel Corsa,74.0,16110.0,2.0,Manual,6.0,Benzine,8880
9109,Opel Corsa,52.0,29334.0,1.0,Manual,5.0,Benzine,8879
9110,Opel Corsa,70.0,89000.0,2.0,Manual,6.0,Diesel,8850
9111,Opel Corsa,52.0,29679.0,1.0,Manual,5.0,Benzine,8879
9112,Opel Corsa,70.0,89000.0,2.0,Manual,6.0,Diesel,8850
9113,Opel Corsa,51.0,31010.0,2.0,Manual,5.0,Benzine,8690
9114,Opel Corsa,70.0,89000.0,2.0,Manual,6.0,Diesel,8850
9115,Opel Corsa,51.0,18708.0,1.0,Manual,5.0,Benzine,8850
9116,Opel Corsa,51.0,18708.0,1.0,Manual,5.0,Benzine,8850
9117,Opel Corsa,51.0,22333.0,2.0,Manual,5.0,Benzine,8770
9118,Opel Corsa,51.0,39600.0,2.0,Manual,5.0,Benzine,8750
9119,Opel Corsa,51.0,25700.0,2.0,Manual,5.0,Benzine,8750
9120,Opel Corsa,51.0,51400.0,2.0,Manual,5.0,Benzine,8600
9121,Opel Corsa,66.0,62115.0,2.0,Manual,5.0,Benzine,8650
9122,Opel Corsa,55.0,26626.0,1.0,Manual,5.0,Benzine,8600
9123,Opel Corsa,55.0,28906.0,1.0,Manual,5.0,Benzine,8600
9124,Opel Corsa,55.0,25858.0,1.0,Manual,5.0,Benzine,8600
9125,Opel Corsa,55.0,19565.0,2.0,Manual,5.0,Benzine,8600
9126,Opel Corsa,66.0,69859.0,2.0,Manual,5.0,Benzine,8650
9127,Opel Corsa,51.0,60400.0,2.0,Manual,5.0,Benzine,8600
9128,Opel Corsa,51.0,38000.0,1.0,Manual,5.0,Benzine,8600
9129,Opel Corsa,66.0,38000.0,1.0,Manual,5.0,Benzine,8600
9130,Opel Corsa,51.0,39230.0,2.0,Manual,5.0,Benzine,8600
9131,Opel Corsa,66.0,36444.0,1.0,Manual,5.0,Benzine,8599
9132,Opel Corsa,66.0,33826.0,1.0,Manual,5.0,Benzine,8599
9133,Opel Corsa,55.0,59000.0,1.0,Manual,5.0,Diesel,8600
9134,Opel Corsa,66.0,29000.0,2.0,Manual,5.0,Benzine,8600
9135,Opel Corsa,67.0,54950.0,2.0,Manual,5.0,Benzine,8589
9136,Opel Corsa,51.0,62000.0,2.0,Manual,5.0,LPG/CNG,8700
9137,Opel Corsa,66.0,21695.0,1.0,Manual,5.0,Benzine,8750
9138,Opel Corsa,66.0,42492.0,2.0,Manual,5.0,Benzine,8750
9139,Opel Corsa,66.0,22266.0,1.0,Manual,5.0,Benzine,8750
9140,Opel Corsa,51.0,25700.0,2.0,Manual,5.0,Benzine,8750
9141,Opel Corsa,51.0,15187.0,2.0,Manual,5.0,Benzine,8750
9142,Opel Corsa,51.0,55000.0,2.0,Manual,5.0,Benzine,8700
9143,Opel Corsa,66.0,14000.0,2.0,Manual,5.0,LPG/CNG,8700
9144,Opel Corsa,74.0,79143.0,2.0,Manual,6.0,Benzine,8700
9145,Opel Corsa,55.0,68000.0,2.0,Manual,5.0,Diesel,8700
9146,Opel Corsa,51.0,48280.0,2.0,Manual,5.0,Benzine,8700
9147,Opel Corsa,51.0,44000.0,2.0,Manual,5.0,Benzine,8700
9148,Opel Corsa,51.0,57403.0,2.0,Manual,5.0,Benzine,8700
9149,Opel Corsa,66.0,24815.0,1.0,Manual,5.0,Benzine,8700
9150,Opel Corsa,52.0,34980.0,2.0,Manual,5.0,Benzine,8699
9151,Opel Corsa,55.0,22675.0,1.0,Manual,5.0,Benzine,8800
9152,Opel Corsa,66.0,26132.0,1.0,Manual,5.0,Benzine,8800
9153,Opel Corsa,55.0,24465.0,1.0,Manual,5.0,Benzine,8800
9154,Opel Corsa,51.0,25367.0,2.0,Manual,5.0,Benzine,8800
9155,Opel Corsa,51.0,35000.0,2.0,Manual,5.0,Benzine,8800
9156,Opel Corsa,51.0,49000.0,2.0,Manual,5.0,Benzine,8800
9157,Opel Corsa,51.0,9100.0,2.0,Manual,5.0,Benzine,8800
9158,Opel Corsa,55.0,1647.3626086956522,0.0,Manual,5.0,Diesel,8800
9159,Opel Corsa,66.0,10000.0,1.0,Manual,5.0,Benzine,8800
9160,Opel Corsa,51.0,26927.0,1.0,Manual,5.0,Benzine,8799
9161,Opel Corsa,51.0,27336.0,2.0,Manual,5.0,Benzine,8790
9162,Opel Corsa,51.0,36889.0,2.0,Manual,5.0,Benzine,8790
9163,Opel Corsa,55.0,25746.0,1.0,Manual,5.0,Benzine,8790
9164,Opel Corsa,66.0,82300.0,2.0,Manual,5.0,Benzine,8790
9165,Opel Corsa,66.0,19000.0,1.0,Manual,5.0,Benzine,8790
9166,Opel Corsa,51.0,17900.0,2.0,Manual,5.0,Benzine,8580
9167,Opel Corsa,66.0,58521.0,2.0,Manual,5.0,Benzine,8299
9168,Opel Corsa,66.0,34465.0,2.0,Manual,5.0,Benzine,8690
9169,Opel Corsa,66.0,49320.0,2.0,Manual,5.0,Benzine,8299
9170,Opel Corsa,66.0,58521.0,2.0,Manual,5.0,Benzine,8299
9171,Opel Corsa,66.0,19000.0,1.0,Manual,5.0,Benzine,8790
9172,Opel Corsa,66.0,25000.0,2.0,Manual,5.0,Benzine,8500
9173,Opel Corsa,66.0,25000.0,2.0,Manual,5.0,Benzine,8500
9174,Opel Corsa,66.0,39700.0,2.0,Manual,5.0,Benzine,8550
9175,Opel Corsa,51.0,23500.0,2.0,Manual,5.0,Benzine,8525
9176,Opel Corsa,66.0,40256.0,2.0,Manual,5.0,Benzine,8500
9177,Opel Corsa,66.0,20446.0,2.0,Manual,5.0,Benzine,8500
9178,Opel Corsa,52.0,24253.0,2.0,Manual,5.0,Benzine,8500
9179,Opel Corsa,66.0,25900.0,2.0,Manual,5.0,Benzine,8500
9180,Opel Corsa,51.0,45000.0,2.0,Manual,5.0,Benzine,8500
9181,Opel Corsa,55.0,25562.0,2.0,Manual,5.0,Diesel,8500
9182,Opel Corsa,51.0,57000.0,2.0,Manual,5.0,Benzine,8500
9183,Opel Corsa,51.0,16427.0,2.0,Manual,5.0,Benzine,8500
9184,Opel Corsa,51.0,10400.0,2.0,Manual,5.0,Benzine,8500
9185,Opel Corsa,51.0,29322.0,2.0,Manual,5.0,Benzine,8500
9186,Opel Corsa,66.0,21300.0,2.0,Manual,5.0,Benzine,8500
9187,Opel Corsa,51.0,40845.0,2.0,Manual,5.0,Benzine,8500
9188,Opel Corsa,51.0,38000.0,2.0,Manual,5.0,Benzine,8500
9189,Opel Corsa,66.0,30800.0,2.0,Manual,5.0,Benzine,8500
9190,Opel Corsa,55.0,25000.0,2.0,Manual,5.0,Diesel,8500
9191,Opel Corsa,66.0,25900.0,2.0,Manual,5.0,Benzine,8500
9192,Opel Corsa,55.0,17000.0,2.0,Manual,5.0,Diesel,8500
9193,Opel Corsa,75.0,39000.0,2.0,Manual,5.0,Diesel,8500
9194,Opel Corsa,66.0,52000.0,2.0,Manual,6.0,Benzine,8500
9195,Opel Corsa,66.0,36300.0,2.0,Manual,5.0,Benzine,8500
9196,Opel Corsa,51.0,39860.0,2.0,Manual,5.0,Benzine,8500
9197,Opel Corsa,51.0,55700.0,2.0,Manual,5.0,LPG/CNG,8500
9198,Opel Corsa,66.0,23000.0,2.0,Manual,5.0,Benzine,8500
9199,Opel Corsa,66.0,29877.0,2.0,Manual,5.0,Benzine,8500
9200,Opel Corsa,66.0,48562.0,2.0,Manual,5.0,Benzine,8500
9201,Opel Corsa,51.0,47100.0,2.0,Manual,5.0,Benzine,8500
9202,Opel Corsa,66.0,19643.0,2.0,Manual,5.0,Benzine,8500
9203,Opel Corsa,51.0,45400.0,2.0,Manual,5.0,Benzine,8500
9204,Opel Corsa,51.0,52500.0,2.0,Manual,5.0,Benzine,8500
9205,Opel Corsa,51.0,39470.0,2.0,Manual,5.0,Benzine,8500
9206,Opel Corsa,66.0,39856.0,2.0,Manual,5.0,Benzine,8299
9207,Opel Corsa,51.0,47100.0,2.0,Manual,5.0,Benzine,8500
9208,Opel Corsa,66.0,47662.0,2.0,Manual,5.0,Benzine,8299
9209,Opel Corsa,66.0,41685.0,2.0,Manual,5.0,Benzine,8299
9210,Opel Corsa,51.0,39470.0,2.0,Manual,5.0,Benzine,8500
9211,Opel Corsa,66.0,42670.0,2.0,Manual,5.0,Benzine,8299
9212,Opel Corsa,51.0,43000.0,2.0,Manual,5.0,Benzine,8299
9213,Opel Corsa,66.0,46370.0,2.0,Manual,5.0,Benzine,8290
9214,Opel Corsa,66.0,46380.0,2.0,Manual,5.0,Benzine,8290
9215,Opel Corsa,51.0,25000.0,2.0,Manual,5.0,Benzine,8200
9216,Opel Corsa,51.0,1.0,0.0,Manual,5.0,Benzine,8200
9217,Opel Corsa,51.0,52500.0,2.0,Manual,5.0,Benzine,8500
9218,Opel Corsa,66.0,62630.0,2.0,Manual,5.0,Benzine,8270
9219,Opel Corsa,51.0,59000.0,2.0,Manual,5.0,Benzine,8200
9220,Opel Corsa,66.0,63992.0,2.0,Manual,5.0,Benzine,8455
9221,Opel Corsa,51.0,9500.0,2.0,Manual,5.0,Benzine,8150
9222,Opel Corsa,66.0,63992.0,2.0,Manual,5.0,Benzine,8455
9223,Opel Corsa,51.0,30000.0,1.0,Manual,5.0,Benzine,8199
9224,Opel Corsa,51.0,7500.0,1.0,Manual,5.0,Benzine,8199
9225,Opel Corsa,52.0,56480.0,2.0,Manual,5.0,Benzine,8199
9226,Opel Corsa,51.0,45147.0,2.0,Manual,5.0,Benzine,8450
9227,Opel Corsa,51.0,25750.0,2.0,Manual,5.0,Benzine,8450
9228,Opel Corsa,51.0,48753.0,2.0,Manual,5.0,Benzine,8450
